id,original1,edit1,grades1,meanGrade1,original2,edit2,grades2,meanGrade2,label
105870-105869,Editorial : Trump is winging it with <Iran/> . The results do not look good,life,32221,2.0,Editorial : Trump is winging it with <Iran/> . The results do not look good,hairstyling,32221,2.0,0
103352-103351,Ed Sheeran crowned UK 's artist of the decade after 79 <weeks/> at No 1,minutes,22100,1.0,Ed Sheeran crowned UK 's artist of the decade after 79 <weeks/> at No 1,milliseconds,33110,1.6,2
103352-103353,Ed Sheeran crowned UK 's artist of the decade after 79 <weeks/> at No 1,minutes,22100,1.0,Ed Sheeran crowned UK 's artist of the decade after 79 <weeks/> at No 1,years,31110,1.2,2
103351-103353,Ed Sheeran crowned UK 's artist of the decade after 79 <weeks/> at No 1,milliseconds,33110,1.6,Ed Sheeran crowned UK 's artist of the decade after 79 <weeks/> at No 1,years,31110,1.2,1
101918-101917,Edward Norton speaks out about saving Leonardo DiCaprio 's <life/> during diving expedition,phone,22110,1.2,Edward Norton speaks out about saving Leonardo DiCaprio 's <life/> during diving expedition,flippers,22110,1.2,0
102791-102792," <Edward Snowden/> : "" If I came back to the US I would likely die in prison . """,Epstein,22200,1.2,"Edward Snowden : "" If I came back to the US I would likely die in <prison/> . """,zoos,32220,1.8,2
101109-101108,Edward Snowden <says/> Facebook is just as untrustworthy as the NSA,cries,21000,0.6, <Edward Snowden/> says Facebook is just as untrustworthy as the NSA,Zuckerberg,22210,1.4,2
101183-101184, <Edward Snowden/> says ‘ the most powerful institutions in society have become the least accountable ’,Cher,21110,1.0,Edward Snowden says ‘ the most powerful <institutions/> in society have become the least accountable ’,geese,22110,1.2,2
106820-106821,Eight Cases Against Harvey Weinstein Being Reviewed by L.A. <District Attorney/> ,Dodgers,33210,1.8,Eight Cases Against Harvey Weinstein Being Reviewed by L.A. <District Attorney/> ,Lakers,33111,1.8,0
105281-105280,Electric truck startup Rivian <raises/> $ 1.3 billion more to challenge Tesla,dumps,10000,0.2,Electric truck startup Rivian <raises/> $ 1.3 billion more to challenge Tesla,burns,221111,1.3333333333333333,2
104415-104414,"Eleven dead , 300 treated after <drinking/> coconut wine in Philippines",snorting,22111,1.4,"Eleven dead , 300 treated after drinking <coconut/> wine in Philippines",toilet,22222,2.0,2
105668-105667,Elizabeth Warren : ‘ People Are Asking ’ if <Iran/> Attack Is Distraction From Impeachment,Bubbles,22100,1.0, <Elizabeth Warren/> : ‘ People Are Asking ’ if Iran Attack Is Distraction From Impeachment,Pocahontas,10000,0.2,1
100694-100695,Elizabeth Warren trolls Facebook with ' false ' Zuckerberg <ad/> ,imposter,11110,0.8,Elizabeth Warren trolls Facebook with ' false ' Zuckerberg <ad/> ,mask,22100,1.0,2
105129-105130, <Elizabeth Warren/> Urges Voters to Imagine a Better World,Lennon,33331,2.6,Elizabeth Warren Urges Voters to <Imagine/> a Better World,forget,22222,2.0,1
101566-101567,"Elon Musk congratulated Ford on its all-electric <Mustang/> Mach-E SUV , a threat to Tesla",faucet,11100,0.6,"Elon Musk congratulated Ford on its all-electric <Mustang/> Mach-E SUV , a threat to Tesla",toaster,22221,1.8,2
100925-100924,Elon Musk <predicts/> Tesla energy could be ‘ bigger ’ than its EV business,sold,21100,0.8,Elon Musk predicts Tesla <energy/> could be ‘ bigger ’ than its EV business,ego,32210,1.6,2
104827-104826,Elon Musk says Boring Company ’s Las Vegas tunnel will ‘ hopefully ’ be operational next <year/> ,century,22100,1.0,Elon Musk says Boring Company ’s <Las Vegas/> tunnel will ‘ hopefully ’ be operational next year,undersea,11110,0.8,1
101955-101954,"Elon Musk says Tesla has already received 146,000 <orders/> for the Cybertruck",recalls,32210,1.6,"Elon Musk says Tesla has already received 146,000 <orders/> for the Cybertruck",complaints,32222,2.2,2
104817-104816,Elon Musk says Tesla will add Disney + to its <vehicles/> ‘ soon ’,lounges,21000,0.6,Elon Musk says <Tesla/> will add Disney + to its vehicles ‘ soon ’,NASA,22111,1.4,2
100841-100842,Elon Musk tweets using SpaceX ’s Starlink satellite <internet/> ,lavatory,22220,1.6,Elon Musk tweets using SpaceX ’s Starlink <satellite/> internet,pigeon,21111,1.2,1
106073-106072,Elton John pledges $ 1m to Australia <relief/> effort as smoke reaches Argentina,cannabis,22222,2.0,Elton John pledges $ 1m to Australia relief effort as smoke reaches <Argentina/>,ceiling,21100,0.8,1
100310-100311,"Emmy-nominated <composer/> Hildur Gudnadóttir created a radioactive "" Chernobyl "" score by recording sound at a decommissioned power plant in Lithuania .",dancer,10000,0.2,"Emmy-nominated composer Hildur Gudnadóttir created a radioactive "" Chernobyl "" score by recording <sound/> at a decommissioned power plant in Lithuania .",goats,21111,1.2,2
101209-101208,Employees of TikTok in the US were reportedly pressured to censor ' culturally problematic ' <content/> that might offend the Chinese government .,dances,22110,1.2,Employees of TikTok in the US were reportedly pressured to censor ' culturally problematic ' <content/> that might offend the Chinese government .,codfish,31000,0.8,1
106835-106836,England cricketer Ben Stokes wins BBC <Sports/> Personality of the Year award,Boring,22221,1.8,England cricketer Ben Stokes wins BBC Sports Personality of the <Year/> award,nanosecond,22110,1.2,1
107090-107089,England in South Africa : Pat Brown out of white-ball series with <stress/> fracture,vase,33211,2.0,England in South Africa : Pat Brown out of white-ball series with <stress/> fracture,nail,11111,1.0,1
107090-107088,England in South Africa : Pat Brown out of white-ball series with <stress/> fracture,vase,33211,2.0,England in South Africa : <Pat/> Brown out of white-ball series with stress fracture,The,22100,1.0,1
107089-107088,England in South Africa : Pat Brown out of white-ball series with <stress/> fracture,nail,11111,1.0,England in South Africa : <Pat/> Brown out of white-ball series with stress fracture,The,22100,1.0,0
100769-100768,England into World Cup semi-finals after bruising <victory/> over Australia,kill,11000,0.4,England into World Cup semi-finals after <bruising/> victory over Australia,dancing,11110,0.8,2
102908-102907,Ericsson to pay over $ 1 billion to resolve U.S. <corruption/> probes,colon,32211,1.8,Ericsson to pay over $ 1 billion to resolve U.S. <corruption/> probes,ballet,21111,1.2,1
106602-106603,Esper contradicts Trump claim Iran planned <attacks/> on four US embassies,babies,21000,0.6,Esper contradicts Trump <claim/> Iran planned attacks on four US embassies,Lie,10000,0.2,1
106601-106600,Esper has seen no hard <evidence/> for embassies ' threat claim,tacos,32220,1.8,Esper has seen no hard <evidence/> for embassies ' threat claim,candy,32211,1.8,0
100075-100074,"ESPN , ABC Pull ' Apex Legends ' Esports Tournament Following Mass <Shootings/> ",Boredom,22211,1.6,"ESPN , ABC <Pull/> ' Apex Legends ' Esports Tournament Following Mass Shootings",promote,0,0.0,1
107672-107671,EU raps <Russia/> for saying Poland helped start World War Two,Eminem,22221,1.8,EU raps Russia for saying <Poland/> helped start World War Two,Pastafarians,11110,0.8,1
105786-105787,"Even after Iraq , too many US elites still think war is a bloodless <chess/> game",roleplaying,21100,0.8,"Even after Iraq , too many US <elites/> still think war is a bloodless chess game",fools,10000,0.2,1
105632-105633,Even Iran reformists and moderates criticise Trump <attack/> that killed top general,sneeze,22211,1.6,Even Iran reformists and moderates criticise Trump <attack/> that killed top general,tweet,32000,1.0,1
105227-105226,Even Trump 's handpicked <scientists/> balk at his approach to science,flowers,32211,1.8,Even Trump 's handpicked scientists balk at his approach to <science/> ,love,32211,1.8,0
107557-107556,Ex-Green Beret admits to scheme to take <cash/> intended for U.S. mission in Afghanistan,poptarts,22111,1.4,Ex-Green Beret admits to scheme to take <cash/> intended for U.S. mission in Afghanistan,money,0,0.0,1
103581-103580,Ex-Lawmaker Says This Slogan Could Finally <Topple/> Mitch McConnell,Popularize,21000,0.6,Ex-Lawmaker Says This Slogan Could Finally Topple <Mitch McConnell/> ,MoscowMitch,10000,0.2,1
107338-107337,Exploit that gives remote access affects ~ 200 million cable <modems/>,channels,11100,0.6,Exploit that gives remote access <affects/> ~ 200 million cable modems,explodes,22110,1.2,2
105691-105692,Extinction Rebellion protesters <occupy/> Shell gas rig to stop it heading out to North Sea,dance,11000,0.4,Extinction Rebellion protesters occupy Shell gas <rig/> to stop it heading out to North Sea,station,22110,1.2,2
100474-100473,"Eyes Wide Shut : 20 years on , Stanley Kubrick ’s most notorious film is still shrouded in <mystery/>",sunglasses,22200,1.2,"<Eyes/> Wide Shut : 20 years on , Stanley Kubrick ’s most notorious film is still shrouded in mystery",mouth,21000,0.6,1
106858-106859,Facebook <bans/> deepfake videos ahead of the 2020 election .,releases,22110,1.2,Facebook bans deepfake videos ahead of the 2020 <election/> .,Coachella,21100,0.8,1
107990-107989,Facebook <blocks/> start-up 's ' brainwashing ' tech,resembles,32210,1.6,Facebook <blocks/> start-up 's ' brainwashing ' tech,brainwashes,32210,1.6,0
102022-102021,Facebook Built a Facial Recognition App That Let Employees Identify <People/> : Report,cats,11111,1.0,Facebook Built a Facial Recognition App That Let Employees Identify <People/> : Report,Hairstyles,32210,1.6,2
106784-106783,Facebook data misuse and voter manipulation back in the frame with latest Cambridge Analytica <leaks/> ,election,22100,1.0,Facebook <data/> misuse and voter manipulation back in the frame with latest Cambridge Analytica leaks,selfie,22111,1.4,2
102233-102234,Facebook <Down/> : Social network stops working alongside Instagram amid major Thanksgiving outage,closed,0,0.0,Facebook Down : Social <network/> stops working alongside Instagram amid major Thanksgiving outage,surveillance,32110,1.4,2
103899-103898,Facebook fails to convince lawmakers it needs to track your <location/> at all times,weight,33320,2.2,Facebook fails to convince lawmakers it needs to track your <location/> at all times,bathroom,222110,1.3333333333333333,1
100724-100725,Facebook loses spot in top-ten on list of most valuable <brands/> ,crooks,22210,1.4,Facebook loses spot in top-ten on list of most valuable <brands/> ,snoopers,222210,1.5,2
100800-100801,Facebook no longer among 10 most valuable global <brands/>,dictators,22110,1.2,Facebook no longer among 10 most valuable global <brands/>,scams,22111,1.4,2
100965-100963,Facebook pledged $ 1bn to help California 's housing crisis . Ca n't they pay their <taxes/> instead ?,Workers,22111,1.4,Facebook pledged $ 1bn to help <California/> 's housing crisis . Ca n't they pay their taxes instead ?,heaven,32110,1.4,0
100965-100964,Facebook pledged $ 1bn to help California 's housing crisis . Ca n't they pay their <taxes/> instead ?,Workers,22111,1.4,Facebook pledged $ 1bn to help California 's <housing/> crisis . Ca n't they pay their taxes instead ?,immigration,21100,0.8,1
100963-100964,Facebook pledged $ 1bn to help <California/> 's housing crisis . Ca n't they pay their taxes instead ?,heaven,32110,1.4,Facebook pledged $ 1bn to help California 's <housing/> crisis . Ca n't they pay their taxes instead ?,immigration,21100,0.8,1
100181-100182,Facebook quietly <ditched/> the ' It ’s free and always will be ' slogan from its homepage,abandoned,0,0.0,Facebook quietly <ditched/> the ' It ’s free and always will be ' slogan from its homepage,sold,22111,1.4,2
104372-104373,Facebook Removes Accounts With AI-Generated <Profile/> Photos,dog,2211110,1.1428571428571428,Facebook Removes Accounts With AI-Generated <Profile/> Photos,foot,22110,1.2,2
100660-100661,"Facebook Said Politicians Can <Lie/> In Ads . It 's Taking Down Ads From Warren , Biden , And Trump For Other Reasons .",Breakdance,33221,2.2,"Facebook Said Politicians Can <Lie/> In Ads . It 's Taking Down Ads From Warren , Biden , And Trump For Other Reasons .",Drool,22211,1.6,1
103914-103913,Facebook says California ’s new <privacy/> law does n’t apply to its trackers . These lawyers disagree .,piracy,22100,1.0,Facebook says California ’s new privacy law does n’t apply to its trackers . These <lawyers/> disagree .,hackers,22100,1.0,0
106171-106172,Facebook Says It Wo n’t Back Down From Allowing <Lies/> in Political Ads,Trump,21111,1.2,Facebook Says It Wo n’t Back Down From Allowing <Lies/> in Political Ads,coyotes,21111,1.2,0
100781-100782,Facebook should ban campaign <ads/> . End the lies .,talking,32211,1.8,Facebook should ban <campaign/> ads . End the lies .,Wish,33222,2.4,2
101005-101004,Facebook takes down fake political ad meant to test its fact checking - It highlighted Facebook 's reluctance to fact-check <politicians/> .,Bigfoot,32221,2.0,Facebook takes down fake political <ad/> meant to test its fact checking - It highlighted Facebook 's reluctance to fact-check politicians .,propaganda,21100,0.8,1
106913-106912,Facebook VP Says Facebook Responsible for Trump <Election/> ,haircut,22211,1.6,Facebook VP Says Facebook Responsible for Trump <Election/> ,Marriage,22220,1.6,0
101190-101189,Facebook will allow UK election candidates to <run/> false ads,punish,11000,0.4,Facebook will <allow/> UK election candidates to run false ads,ask,22210,1.4,2
106225-106226,Facebook Will Continue to Let Politicians <Lie/> in Ads,sign,21000,0.6,Facebook Will Continue to Let Politicians <Lie/> in Ads,strip,322100,1.3333333333333333,2
106202-106203,Facebook wo n't stop letting politicians <lie/> in ads,strip,32221,2.0,Facebook wo n't stop letting politicians <lie/> in ads,twerk,33222,2.4,2
107581-107582,Facebook ’s problems <moderating/> deepfakes will only get worse in 2020,Wish,32100,1.2,Facebook ’s problems <moderating/> deepfakes will only get worse in 2020,spanking,11110,0.8,1
107955-107956,Facial recognition : EU considers ban of up to five <years/> ,milliseconds,22110,1.2,Facial recognition : EU considers ban of up to five <years/> ,selfies,32221,2.0,2
104582-104583,Fake news report costs Bloomberg $ 7.6 m in <fines/>,likes,22210,1.4,Fake news report costs Bloomberg $ 7.6 m in <fines/>,pickles,32110,1.4,0
104545-104544,Fake <news/> report costs Bloomberg $ 7.6 m in fines ( France ),book,222210,1.5,Fake news report costs Bloomberg $ 7.6 m in <fines/> ( France ),fries,22211,1.6,2
106150-106148,Farmers Are Buying 40-Year-Old <Tractors/> Because They 're Actually Repairable,women,33321,2.4,Farmers Are <Buying/> 40-Year-Old Tractors Because They 're Actually Repairable,Marrying,32221,2.0,1
106150-106149,Farmers Are Buying 40-Year-Old <Tractors/> Because They 're Actually Repairable,women,33321,2.4,<Farmers/> Are Buying 40-Year-Old Tractors Because They 're Actually Repairable,Commuters,21111,1.2,1
106148-106149,Farmers Are <Buying/> 40-Year-Old Tractors Because They 're Actually Repairable,Marrying,32221,2.0,<Farmers/> Are Buying 40-Year-Old Tractors Because They 're Actually Repairable,Commuters,21111,1.2,1
105709-105710,"Farmers hoping for more "" <Trump/> money "" in 2020",beer,33322,2.6,"Farmers hoping for more "" Trump <money/> "" in 2020",hotels,22210,1.4,1
107627-107628,FBI investigators visit <Robert/> Hyde 's home and office,Jekel,22111,1.4,FBI investigators visit Robert Hyde 's home and <office/> ,bunker,32211,1.8,2
108045-108047,"FBI seizes WeLeakInfo , a website that sold access breached <data/> ",snickers,11111,1.0,"FBI <seizes/> WeLeakInfo , a website that sold access breached data",edits,32220,1.8,2
108045-108046,"FBI seizes WeLeakInfo , a website that sold access breached <data/> ",snickers,11111,1.0,"FBI seizes WeLeakInfo , a website that sold access breached <data/> ",underwear,32221,2.0,2
108047-108046,"FBI <seizes/> WeLeakInfo , a website that sold access breached data",edits,32220,1.8,"FBI seizes WeLeakInfo , a website that sold access breached <data/> ",underwear,32221,2.0,2
106584-106583,FBI Surveillance Vendor Threatens to Sue Tech Reporters for Reporting on its <Products/> ,Reports,21110,1.0,FBI Surveillance Vendor Threatens to Sue Tech Reporters for Reporting on its <Products/> ,Butt,21100,0.8,1
